,Left Stick X,LeftStickY,Right Stick X,Right Stick Y,Button South,Button West,L1,R1,R2,Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z
117,0.3686016,-1.0,0.07454614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2181396,-1.261597,0.1331787
118,0.3202776,-1.0,0.01960851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1929932,-1.21582,0.04040527
119,0.2802319,-1.0,-0.035298,1.0,0.0,0.0,0.0,0.0,1.0,-0.1619522,-0.04398702,-0.02399292,-0.1002197,-1.095703,-0.03442383
120,0.2483314,-1.0,-0.05884144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1062012,-1.103149,0.08496094
121,0.2006854,-1.0,-0.08240198,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1885986,-0.9348145,0.02087402
122,0.1611441,-1.0,-0.1217254,1.0,0.0,0.0,0.0,0.0,1.0,-0.1197049,-0.05622883,-0.05822808,0.07226563,-0.8388672,-0.2745361
123,0.1296006,-1.0,-0.1453634,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009887695,-0.8634033,-0.274292
124,0.08240198,-1.0,-0.1532514,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004760742,-0.9061279,-0.2634277
125,0.04314433,-1.0,-0.1507981,0.9009219,0.0,0.0,0.0,0.0,1.0,0.04175663,-0.04798551,-0.007151687,0.04650879,-0.9039307,-0.1608887
126,0.035298,-1.0,-0.1469499,0.7724288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1054688,-0.9226074,-0.02648926
127,0.02745281,-1.0,-0.1341996,0.634728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001220703,-0.8572998,-0.06408691
128,0.02745281,-1.0,-0.1226068,0.542973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01940918,-0.8491211,-0.08898926
129,0.02745281,-1.0,-0.09201207,0.3775668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04333496,-0.9161377,-0.1674805
130,0.02745281,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1099854,-1.191528,-0.194458
131,0.02745281,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1467285,-1.109985,-0.03540039
132,0.035298,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1035156,-1.141846,-0.02612305
133,0.035298,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07373047,-1.009521,-0.1032715
134,0.035298,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009765625,-1.033936,-0.01806641
135,0.035298,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08166504,-1.090576,0.0859375
136,0.035298,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1164562,0.01449454,0.006497554,0.02587891,-1.224731,0.1917725
137,0.04314433,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03234863,-0.9810791,0.09020996
138,0.05884144,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04150391,-0.9038086,0.02307129
139,0.07454614,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0001220703,-1.074219,-0.07177734
140,0.07454614,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08227539,-0.9434814,-0.2741699
141,0.07454614,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.04773203,-0.01224539,-0.02474068,-0.05773926,-0.9836426,-0.2348633
142,0.06669273,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00378418,-0.9536133,-0.09399414
143,0.035298,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01635742,-0.9400635,-0.09106445
144,0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05347987,0.008246895,0.001249529,0.004882813,-1.015015,-0.09814453
145,0.003921574,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009887695,-0.9793701,-0.09960938
146,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1176758,-0.9981689,-0.0802002
147,-0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.005747836,-0.0167437,0.01024614,-0.1199951,-1.004517,-0.0255127
148,-0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07763672,-0.9886475,0.03955078
149,-0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009033203,-1.121948,0.04089355
150,-0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05697777,-0.006459019,-0.004382906,0.00769043,-0.9193115,-0.2038574
151,-0.01176485,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.007446289,-0.9719238,-0.1044922
152,0.01960851,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02905273,-1.037231,0.03161621
153,0.035298,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1107178,-1.054443,0.07556152
154,0.04314433,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005981445,-0.9997559,-0.2600098
155,0.04314433,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01757813,-0.9658203,-0.1901855
156,0.04314433,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0279541,-0.9298096,-0.09924316
157,0.04314433,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003173828,-0.9155273,-0.04064941
158,0.04314433,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08171923,0.01599398,0.0127452,0.03735352,-1.037354,-0.03125
159,0.05099206,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01123047,-0.9019775,-0.1459961
160,0.05099206,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01879883,-0.9771729,0.0004882813
161,0.05884144,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05123071,0.004748212,0.03223786,-0.1087646,-1.015137,0.0003662109
162,0.05884144,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1551514,-1.063843,-0.01135254
163,0.05884144,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1400146,-1.155884,0.04492188
164,0.06669273,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06274476,0.01361008,0.01591687,-0.08642578,-1.191895,0.2313232
165,0.07454614,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213623,-0.8555908,0.0007324219
166,0.1296006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06640625,-1.314697,-0.05310059
167,0.2006854,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1577846,0.012226,0.002306792,-0.01879883,-1.015137,-0.08581543
168,0.2483314,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.03222656,-1.013062,-0.0411377
169,0.3283107,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08044434,-0.9400635,-0.1914063
170,0.433522,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.04398344,-0.007996988,0.04373353,-0.05310059,-0.9318848,-0.1907959
171,0.4990265,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02954102,-1.006958,-0.2191162
172,0.6046099,-0.9889976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0715332,-0.8936768,-0.06384277
